,search_id,search_string,product_name,product_tag,product_price,product_mrp,no_of_ratings,no_of_reviews,overall_rating,no_of_5stars,no_of_4stars,no_of_3stars,no_of_2stars,no_of_1star
0,6,shoes,KING PRO Casuals For Men  (Navy),Footwear,832.0,1099.0,2158,250,4.2,1217,541,170,75,155
